application_number,loan_assessment_date,group,default,credit_score,,,,,
4154,25/11/2013,D,0,1,,,,,
4155,21/09/2013,D,1,9,,,,,
4157,20/08/2014,D,1,4,,,,,
4158,04/02/2014,D,1,10,,,,,
4159,13/04/2014,A,1,2,,,,,
4160,31/01/2013,A,1,5,,,,,
4161,04/03/2013,D,1,1,,,,,
4162,18/12/2014,D,1,10,,,,,
4163,21/04/2013,A,1,4,,,,,
4164,10/01/2013,A,1,4,,,,,
4165,13/04/2013,D,0,7,,,,,
4168,03/08/2013,A,0,4,,,,,
4169,07/01/2013,A,1,3,,,,,
4170,01/05/2013,A,1,9,,,,,
4171,02/02/2014,D,0,7,,,,,
4178,10/01/2013,A,0,3,,,,,
4179,21/12/2013,D,1,3,,,,,
4181,24/10/2013,D,1,10,,,,,
4182,04/09/2013,A,0,5,,,,,
4183,22/08/2013,A,0,1,,,,,
4184,14/11/2014,A,1,10,,,,,
4186,30/04/2013,A,0,1,,,,,
4187,18/02/2014,A,1,1,,,,,
4189,05/01/2013,D,1,10,,,,,
4190,06/03/2013,D,1,6,,,,,
4191,07/08/2013,A,0,4,,,,,
4192,24/03/2013,D,1,8,,,,,
4194,04/03/2013,D,0,8,,,,,
4195,11/07/2013,D,1,6,,,,,
4196,23/01/2014,D,0,3,,,,,
4198,28/01/2013,D,1,9,,,,,
4199,22/08/2013,A,0,4,,,,,
4202,22/08/2014,D,1,6,,,,,
4203,15/02/2014,A,0,4,,,,,
4204,25/12/2013,D,0,3,,,,,
4205,01/06/2014,A,1,4,,,,,
4207,09/03/2013,D,1,10,,,,,
4217,07/06/2014,A,1,5,,,,,
4219,13/01/2013,D,0,1,,,,,
4223,12/02/2013,D,1,9,,,,,
4225,17/10/2013,D,1,9,,,,,
4226,24/07/2013,A,1,4,,,,,
4228,28/11/2013,A,1,8,,,,,
4229,12/01/2013,A,1,8,,,,,
4232,24/01/2013,D,1,5,,,,,
4233,28/01/2013,D,0,1,,,,,
4235,05/11/2014,D,1,9,,,,,
4236,23/11/2014,D,1,2,,,,,
4238,17/05/2013,D,1,7,,,,,
4244,06/08/2013,A,1,1,,,,,
4245,23/09/2013,D,0,3,,,,,
4247,07/02/2013,D,0,6,,,,,
4250,27/05/2013,D,0,3,,,,,
4252,08/08/2013,A,0,1,,,,,
4254,04/12/2013,D,0,6,,,,,
4255,19/04/2013,A,0,5,,,,,
4256,18/11/2013,D,1,9,,,,,
4257,23/03/2013,D,1,7,,,,,
4258,05/02/2014,A,0,2,,,,,
4260,04/05/2013,D,0,5,,,,,
4262,06/08/2013,D,1,4,,,,,
4265,25/02/2014,D,0,8,,,,,
4269,14/09/2013,D,1,9,,,,,
4270,15/07/2013,D,0,4,,,,,
4274,30/10/2013,D,1,8,,,,,
4275,26/05/2013,A,0,3,,,,,
4276,08/08/2014,D,1,4,,,,,
4281,14/11/2013,D,0,4,,,,,
4283,18/06/2013,D,1,7,,,,,
4288,06/08/2013,A,0,1,,,,,
4290,10/01/2013,D,0,1,,,,,
4297,24/10/2014,A,1,9,,,,,
4299,09/04/2013,A,0,9,,,,,
4300,12/03/2014,A,0,1,,,,,
4301,19/02/2014,D,0,3,,,,,
4303,08/02/2013,D,0,8,,,,,
4306,20/01/2013,D,1,10,,,,,
4307,30/01/2013,D,1,8,,,,,
4310,24/05/2013,A,1,5,,,,,
4311,24/05/2014,D,1,8,,,,,
4314,16/07/2014,D,1,7,,,,,
4315,29/07/2014,D,1,4,,,,,
4316,12/05/2013,D,1,9,,,,,
4317,20/03/2013,D,0,6,,,,,
4319,27/12/2013,A,0,4,,,,,
4320,03/05/2013,D,0,9,,,,,
4323,03/10/2013,D,1,3,,,,,
4324,24/06/2013,A,0,5,,,,,
4328,24/04/2013,D,1,8,,,,,
4329,27/09/2013,D,0,10,,,,,
4330,27/03/2014,D,1,6,,,,,
4331,07/01/2013,D,1,8,,,,,
4332,18/04/2013,A,1,7,,,,,
4335,30/10/2013,D,0,9,,,,,
4336,04/11/2013,D,0,4,,,,,
4337,27/01/2013,A,0,1,,,,,
4338,26/09/2013,D,0,2,,,,,
4340,21/12/2014,D,1,2,,,,,
4342,08/09/2013,D,1,8,,,,,
4346,24/05/2014,A,1,2,,,,,
4348,05/10/2014,D,1,6,,,,,
4353,30/03/2014,A,1,1,,,,,
4356,02/10/2013,A,0,2,,,,,
4357,13/01/2014,D,1,7,,,,,
4360,12/08/2013,A,0,1,,,,,
4365,25/09/2013,A,0,5,,,,,
4367,06/05/2013,D,1,6,,,,,
4370,09/02/2013,D,0,9,,,,,
4371,06/01/2014,A,0,1,,,,,
4372,26/11/2013,D,1,5,,,,,
4375,06/01/2014,A,1,5,,,,,
4377,01/11/2014,D,1,8,,,,,
4378,27/08/2014,A,1,4,,,,,
4381,22/07/2013,A,0,1,,,,,
4383,18/02/2013,D,1,7,,,,,
4384,07/03/2014,D,1,9,,,,,
4385,27/12/2013,D,1,3,,,,,
4387,13/11/2013,D,1,9,,,,,
4388,11/03/2013,A,1,3,,,,,
4389,08/02/2014,A,0,6,,,,,
4390,01/02/2014,A,0,1,,,,,
4391,14/04/2013,D,0,2,,,,,
4393,22/05/2013,D,1,4,,,,,
4394,07/10/2013,D,0,5,,,,,
4396,07/04/2014,A,1,2,,,,,
4397,13/08/2014,D,1,4,,,,,
4398,29/01/2013,D,1,9,,,,,
4400,27/03/2014,A,0,1,,,,,
4401,24/11/2013,D,0,2,,,,,
4403,20/03/2014,D,0,7,,,,,
4404,23/01/2014,D,1,10,,,,,
4407,03/01/2013,A,1,1,,,,,
4408,03/01/2013,D,0,1,,,,,
4409,07/03/2013,A,1,10,,,,,
4411,15/01/2013,A,0,3,,,,,
4414,16/02/2014,A,0,2,,,,,
4415,21/03/2014,D,1,1,,,,,
4416,19/12/2013,A,0,2,,,,,
4418,05/07/2013,A,0,4,,,,,
4419,27/01/2014,A,1,3,,,,,
4421,28/04/2013,D,1,2,,,,,
4422,17/11/2013,D,0,9,,,,,
4426,11/03/2014,A,0,2,,,,,
4428,23/04/2013,D,0,9,,,,,
4431,15/04/2013,A,1,1,,,,,
4432,31/03/2013,A,0,7,,,,,
4434,25/03/2013,A,1,7,,,,,
4436,12/11/2013,D,1,10,,,,,
4437,25/06/2013,A,0,1,,,,,
4438,24/01/2013,A,0,1,,,,,
4439,14/10/2013,A,0,5,,,,,
4440,23/12/2014,D,1,2,,,,,
4441,02/04/2013,A,0,2,,,,,
4442,23/11/2013,A,0,9,,,,,
4443,14/01/2013,A,0,5,,,,,
4444,22/05/2013,A,0,10,,,,,
4445,18/07/2013,D,0,5,,,,,
4447,21/08/2013,D,1,3,,,,,
4448,20/01/2014,D,0,4,,,,,
4450,27/01/2014,D,0,3,,,,,
4451,12/01/2013,A,0,1,,,,,
4452,06/08/2013,D,1,9,,,,,
4453,17/12/2013,D,1,9,,,,,
4457,19/08/2013,D,1,4,,,,,
4459,12/08/2013,D,0,4,,,,,
4461,04/04/2013,A,0,1,,,,,
4462,01/10/2013,D,0,3,,,,,
4463,09/05/2014,A,1,2,,,,,
4464,18/05/2013,D,0,2,,,,,
4466,30/09/2013,D,1,7,,,,,
4469,27/05/2013,A,0,1,,,,,
4471,15/11/2013,A,0,1,,,,,
4473,24/01/2013,D,1,1,,,,,
4475,13/05/2013,D,0,2,,,,,
4476,28/03/2014,D,1,8,,,,,
4478,23/04/2013,D,0,8,,,,,
4479,25/08/2013,D,0,1,,,,,
4480,06/08/2013,A,1,9,,,,,
4481,02/07/2013,D,0,7,,,,,
4483,12/10/2013,D,1,7,,,,,
4485,09/11/2013,D,1,3,,,,,
4486,19/02/2014,A,1,8,,,,,
4491,04/01/2013,D,1,4,,,,,
4492,02/02/2014,D,0,4,,,,,
4493,19/02/2014,D,0,9,,,,,
4494,06/01/2013,D,0,1,,,,,
4495,03/09/2013,D,0,3,,,,,
4496,09/11/2013,D,0,3,,,,,
4498,22/10/2014,A,1,7,,,,,
4500,18/05/2013,D,0,8,,,,,
4501,04/04/2014,D,1,10,,,,,
4502,04/04/2013,A,0,1,,,,,
4503,21/05/2014,D,1,2,,,,,
4504,04/09/2014,D,1,9,,,,,
4505,05/03/2013,A,0,6,,,,,
4506,18/02/2014,D,0,10,,,,,
4508,29/04/2013,D,1,5,,,,,
4509,24/10/2013,D,1,7,,,,,
4510,09/03/2013,A,1,1,,,,,
4511,09/01/2013,D,0,1,,,,,
4512,23/05/2014,D,1,8,,,,,
4514,26/12/2013,D,0,7,,,,,
4516,11/09/2013,A,1,1,,,,,
4517,27/06/2013,D,0,4,,,,,
4518,14/01/2014,D,1,3,,,,,
4520,26/09/2013,D,1,6,,,,,
4521,06/12/2013,A,0,5,,,,,
4524,30/12/2013,A,0,4,,,,,
4526,17/06/2013,A,1,5,,,,,
4533,04/01/2013,A,1,6,,,,,
4534,05/02/2014,D,0,2,,,,,
4536,19/08/2013,A,0,1,,,,,
4537,09/03/2013,D,0,4,,,,,
4541,18/03/2013,A,0,2,,,,,
4544,24/05/2013,D,1,5,,,,,
4546,11/02/2014,D,1,1,,,,,
4550,09/02/2014,D,1,8,,,,,
4552,08/01/2014,D,0,2,,,,,
4554,06/12/2013,D,0,10,,,,,
4556,23/03/2014,D,0,4,,,,,
4557,16/07/2013,A,0,5,,,,,
4558,26/02/2014,A,0,1,,,,,
4559,18/02/2014,D,1,6,,,,,
4562,16/08/2013,D,0,5,,,,,
4563,26/02/2013,D,1,5,,,,,
4566,03/02/2013,D,0,4,,,,,
4567,19/04/2013,D,0,2,,,,,
4568,19/02/2014,A,1,2,,,,,
4569,29/08/2013,A,0,5,,,,,
4574,13/01/2013,A,1,8,,,,,
4576,20/03/2013,A,0,3,,,,,
4579,26/05/2013,D,1,4,,,,,
4580,20/03/2013,D,1,10,,,,,
4581,10/09/2013,D,0,9,,,,,
4582,19/03/2013,D,0,8,,,,,
4584,18/04/2013,A,0,1,,,,,
4587,21/08/2014,A,1,7,,,,,
4588,26/04/2014,D,1,3,,,,,
4591,06/01/2013,A,0,9,,,,,
4592,10/09/2013,D,1,10,,,,,
4595,04/01/2013,D,1,7,,,,,
4596,19/04/2013,D,1,1,,,,,
4598,10/05/2013,D,1,10,,,,,
4599,15/03/2014,D,1,2,,,,,
4603,16/02/2013,D,1,3,,,,,
4608,03/05/2013,D,1,10,,,,,
4609,09/11/2013,A,0,1,,,,,
4610,15/02/2013,D,1,9,,,,,
4611,27/09/2013,D,0,1,,,,,
4612,26/07/2014,A,1,7,,,,,
4613,11/01/2013,D,0,3,,,,,
4615,19/01/2013,D,0,6,,,,,
4616,20/02/2013,D,1,9,,,,,
4617,25/11/2013,A,1,2,,,,,
4618,22/10/2013,D,0,6,,,,,
4620,18/02/2013,A,0,2,,,,,
4624,04/01/2014,D,1,8,,,,,
4625,15/10/2013,A,0,6,,,,,
4626,22/01/2013,A,0,5,,,,,
4627,30/09/2013,A,1,1,,,,,
4628,08/02/2013,A,0,9,,,,,
4629,10/10/2013,A,1,1,,,,,
4631,05/07/2014,D,1,10,,,,,
4634,29/10/2013,A,1,4,,,,,
4636,03/01/2014,D,1,6,,,,,
4637,14/03/2013,D,1,1,,,,,
4640,18/11/2014,D,1,10,,,,,
4641,02/01/2013,A,0,4,,,,,
4643,07/05/2013,D,1,10,,,,,
4647,16/12/2013,A,0,6,,,,,
4648,08/05/2013,A,0,1,,,,,
4651,27/01/2013,D,0,8,,,,,
4652,30/04/2014,D,1,9,,,,,
4655,04/05/2013,A,0,8,,,,,
4657,27/08/2013,A,1,2,,,,,
4658,27/03/2013,D,0,6,,,,,
4659,11/12/2013,A,0,1,,,,,
4660,08/01/2013,D,0,8,,,,,
4661,06/03/2014,D,0,2,,,,,
4662,28/01/2013,A,0,2,,,,,
4663,25/08/2013,A,1,6,,,,,
4665,27/12/2013,D,0,4,,,,,
4667,17/02/2013,D,1,5,,,,,
4668,24/12/2013,A,0,1,,,,,
4670,16/02/2013,A,0,3,,,,,
4672,21/10/2013,A,1,8,,,,,
4673,19/03/2013,D,1,8,,,,,
4674,27/12/2013,D,1,3,,,,,
4678,22/04/2013,D,0,3,,,,,
4679,10/08/2013,A,0,2,,,,,
4681,11/04/2013,D,1,10,,,,,
4682,09/10/2013,A,0,2,,,,,
4684,11/11/2014,A,1,10,,,,,
4685,03/05/2013,D,1,6,,,,,
4686,14/05/2013,D,0,1,,,,,
4688,13/05/2013,D,0,2,,,,,
4692,30/04/2013,A,0,1,,,,,
4694,27/01/2014,A,0,4,,,,,
4697,13/10/2013,D,0,3,,,,,
4698,20/03/2013,D,0,6,,,,,
4699,11/12/2013,D,1,4,,,,,
4701,18/08/2013,A,0,10,,,,,
4704,08/08/2013,A,1,3,,,,,
4705,08/04/2013,D,1,3,,,,,
4706,19/10/2014,A,1,2,,,,,
4707,10/04/2013,D,1,9,,,,,
4708,18/12/2013,D,0,2,,,,,
4710,03/10/2014,A,1,4,,,,,
4711,08/08/2013,D,0,1,,,,,
4712,08/01/2014,D,0,2,,,,,
4715,05/01/2013,D,1,8,,,,,
4718,07/08/2013,A,0,1,,,,,
4719,28/12/2013,A,0,1,,,,,
4720,12/02/2013,A,0,8,,,,,
4721,16/08/2014,D,1,5,,,,,
4722,09/12/2013,A,0,5,,,,,
4724,13/08/2014,D,1,1,,,,,
4725,28/02/2013,D,1,10,,,,,
4730,08/01/2014,A,1,2,,,,,
4731,17/08/2013,D,1,5,,,,,
4732,16/02/2013,D,1,5,,,,,
4735,11/08/2013,D,0,7,,,,,
4737,23/08/2013,D,0,4,,,,,
4739,13/03/2013,D,1,9,,,,,
4747,13/06/2013,D,1,7,,,,,
4748,31/01/2014,D,0,3,,,,,
4749,24/01/2014,A,0,1,,,,,
4750,26/06/2013,A,0,4,,,,,
4754,22/02/2013,D,0,1,,,,,
4755,09/05/2013,D,1,7,,,,,
4757,02/03/2013,D,1,2,,,,,
4760,22/07/2013,A,1,2,,,,,
4763,04/04/2013,A,0,3,,,,,
4764,14/01/2013,D,0,9,,,,,
4765,20/08/2013,A,0,1,,,,,
4766,20/09/2014,A,1,9,,,,,
4767,24/03/2013,A,0,2,,,,,
4769,15/08/2013,A,0,3,,,,,
4772,21/01/2013,D,0,10,,,,,
4773,05/01/2014,D,0,7,,,,,
4774,01/03/2013,A,0,1,,,,,
4775,07/09/2013,A,1,5,,,,,
4776,09/01/2013,D,1,2,,,,,
4778,17/02/2013,A,1,1,,,,,
4780,02/01/2014,A,0,6,,,,,
4783,08/12/2014,A,1,4,,,,,
4784,11/04/2013,D,0,8,,,,,
4787,03/01/2013,D,0,2,,,,,
4789,12/10/2013,D,1,7,,,,,
4792,29/10/2013,D,0,9,,,,,
4793,09/05/2013,A,1,3,,,,,
4794,19/10/2014,D,1,7,,,,,
4795,15/05/2013,D,0,8,,,,,
4797,14/04/2013,A,0,4,,,,,
4800,04/01/2014,D,1,10,,,,,
4802,28/03/2014,A,0,5,,,,,
4805,27/10/2013,D,1,7,,,,,
4808,21/02/2013,D,1,8,,,,,
4809,11/11/2014,A,1,7,,,,,
4811,05/08/2013,A,0,2,,,,,
4812,27/02/2013,A,0,9,,,,,
4815,14/08/2013,D,0,6,,,,,
4817,27/01/2013,D,1,3,,,,,
4818,15/02/2013,A,1,1,,,,,
4820,30/10/2014,D,1,8,,,,,
4821,27/01/2014,D,1,10,,,,,
4824,14/10/2013,D,1,8,,,,,
4825,09/09/2013,D,1,3,,,,,
4827,18/04/2013,D,0,1,,,,,
4828,27/08/2013,A,0,6,,,,,
4831,20/05/2013,A,0,4,,,,,
4833,11/02/2013,A,0,5,,,,,
4834,05/05/2013,D,0,5,,,,,
4835,02/04/2013,D,0,10,,,,,
4837,03/06/2013,A,0,1,,,,,
4839,24/12/2013,D,0,8,,,,,
4841,03/01/2014,A,0,1,,,,,
4844,18/03/2013,D,0,5,,,,,
4845,04/10/2013,D,1,2,,,,,
4846,22/05/2013,D,0,3,,,,,
4847,16/02/2013,A,1,4,,,,,
4848,24/05/2013,D,0,8,,,,,
4851,07/08/2013,D,1,6,,,,,
4853,06/01/2014,A,1,1,,,,,
4857,07/05/2013,D,1,5,,,,,
4860,17/01/2014,D,0,2,,,,,
4861,23/01/2013,D,1,8,,,,,
4864,14/02/2013,D,0,6,,,,,
4866,27/12/2013,D,1,6,,,,,
4870,23/09/2013,A,0,2,,,,,
4871,19/03/2013,A,1,3,,,,,
4872,07/12/2013,D,0,3,,,,,
4873,17/02/2014,D,1,6,,,,,
4877,14/11/2014,A,1,3,,,,,
4879,19/09/2013,D,1,4,,,,,
4881,23/11/2013,D,0,6,,,,,
4884,30/12/2013,A,0,1,,,,,
4885,27/02/2013,D,0,2,,,,,
4886,16/05/2014,D,1,2,,,,,
4887,10/06/2013,A,1,5,,,,,
4888,31/01/2013,D,1,3,,,,,
4890,13/04/2014,D,1,2,,,,,
4891,22/05/2013,A,0,4,,,,,
4893,05/03/2013,D,0,10,,,,,
4897,12/08/2014,A,1,8,,,,,
4906,12/02/2013,D,1,9,,,,,
4907,25/11/2013,D,1,9,,,,,
4910,31/03/2013,A,1,4,,,,,
4911,11/03/2014,D,0,9,,,,,
4914,22/08/2013,D,1,8,,,,,
4925,30/03/2013,A,0,1,,,,,
4926,31/10/2013,D,0,3,,,,,
4927,04/11/2013,D,1,7,,,,,
4929,21/02/2013,D,1,7,,,,,
4931,27/01/2014,A,1,1,,,,,
4932,12/11/2014,D,1,8,,,,,
4933,02/08/2013,D,0,8,,,,,
4934,04/02/2013,A,0,2,,,,,
4935,14/01/2013,D,1,10,,,,,
4936,16/06/2014,D,1,2,,,,,
4938,06/01/2014,D,0,4,,,,,
4939,20/08/2013,D,1,8,,,,,
4940,02/08/2013,D,1,10,,,,,
4943,07/01/2013,D,1,9,,,,,
4944,23/01/2014,D,1,8,,,,,
4945,24/02/2013,A,1,5,,,,,
4947,07/10/2013,D,1,8,,,,,
4948,09/03/2013,A,0,4,,,,,
4949,04/01/2014,A,0,4,,,,,
4950,07/01/2013,D,1,4,,,,,
4952,31/10/2014,D,1,4,,,,,
4953,24/03/2014,D,1,2,,,,,
4955,04/03/2014,D,1,9,,,,,
4956,23/02/2013,D,0,8,,,,,
4958,16/03/2013,A,1,4,,,,,
4960,16/10/2013,A,1,6,,,,,
4964,01/04/2014,D,1,8,,,,,
4967,21/08/2013,D,1,6,,,,,
4968,26/06/2013,D,0,2,,,,,
4969,02/10/2013,D,0,4,,,,,
4970,02/10/2013,D,0,2,,,,,
4971,05/09/2014,D,1,7,,,,,
4973,06/02/2014,D,1,9,,,,,
4977,06/03/2013,A,1,7,,,,,
4978,28/04/2013,D,0,3,,,,,
4979,31/01/2013,D,1,8,,,,,
4980,05/12/2013,A,0,3,,,,,
4982,11/08/2013,A,0,1,,,,,
4983,15/12/2013,A,1,5,,,,,
4990,15/11/2014,A,1,5,,,,,
4991,18/06/2013,D,1,3,,,,,
4992,17/02/2013,D,1,6,,,,,
4994,14/04/2014,A,1,4,,,,,
4996,12/11/2013,A,0,1,,,,,
4998,16/05/2013,A,0,2,,,,,
4999,08/04/2014,D,1,8,,,,,
5001,06/08/2013,D,1,2,,,,,
5003,14/06/2014,D,1,8,,,,,
5004,16/04/2014,D,1,2,,,,,
5009,27/10/2013,A,0,2,,,,,
5010,05/06/2013,D,1,9,,,,,
5012,08/04/2013,A,0,1,,,,,
5014,25/01/2014,D,1,8,,,,,
5015,02/11/2014,A,1,2,,,,,
5017,10/10/2013,A,1,5,,,,,
5019,10/01/2013,D,1,9,,,,,
5020,18/01/2014,D,0,7,,,,,
5022,11/04/2013,D,1,4,,,,,
5023,13/12/2013,A,1,4,,,,,
5025,07/11/2014,D,1,4,,,,,
5027,30/07/2014,D,1,4,,,,,
5033,04/03/2014,D,0,1,,,,,
5035,06/04/2013,A,0,5,,,,,
5037,09/01/2014,A,0,9,,,,,
5042,26/05/2013,D,1,7,,,,,
5043,03/01/2013,A,1,9,,,,,
5045,18/07/2013,A,0,10,,,,,
5046,29/10/2013,D,0,7,,,,,
5047,22/03/2013,D,0,2,,,,,
5048,30/01/2014,D,1,5,,,,,
5049,08/07/2013,A,0,2,,,,,
5050,06/08/2013,D,0,4,,,,,
5051,05/03/2013,A,0,3,,,,,
5052,04/09/2013,A,0,4,,,,,
5053,17/10/2013,D,1,7,,,,,
5054,14/02/2013,D,1,4,,,,,
5057,04/02/2014,D,0,1,,,,,
5058,27/09/2014,D,1,10,,,,,
5060,04/02/2013,D,1,5,,,,,
5061,26/04/2014,D,1,4,,,,,
5062,16/08/2013,A,1,6,,,,,
5063,07/08/2013,D,1,5,,,,,
5064,04/10/2013,A,1,2,,,,,
5065,08/10/2013,A,0,4,,,,,
5067,10/08/2014,D,1,6,,,,,
5068,22/01/2014,A,0,7,,,,,
5069,08/05/2013,D,1,10,,,,,
5071,08/04/2013,D,0,2,,,,,
5073,02/10/2013,D,0,2,,,,,
5074,24/03/2013,D,1,1,,,,,
5075,13/01/2013,D,1,10,,,,,
5078,18/04/2013,D,0,7,,,,,
5079,05/09/2013,A,0,2,,,,,
5084,01/01/2013,D,0,4,,,,,
5086,26/04/2013,A,1,1,,,,,
5088,10/02/2013,A,1,6,,,,,
5094,13/02/2013,D,0,5,,,,,
5096,23/03/2014,D,0,4,,,,,
5098,11/04/2014,D,1,9,,,,,
5099,24/11/2013,D,0,3,,,,,
5100,26/03/2014,A,1,4,,,,,
5101,13/05/2013,D,1,5,,,,,
5106,18/07/2014,A,1,5,,,,,
5107,14/02/2013,D,1,10,,,,,
5108,01/03/2013,A,0,1,,,,,
5111,07/02/2013,D,0,3,,,,,
5112,29/07/2014,D,1,7,,,,,
5113,29/03/2013,D,1,4,,,,,
5114,08/09/2014,A,1,7,,,,,
5116,17/04/2013,D,1,7,,,,,
5117,03/12/2013,D,1,9,,,,,
5119,24/05/2013,D,1,9,,,,,
5120,10/01/2013,D,0,1,,,,,
5121,17/09/2013,D,0,2,,,,,
5122,26/07/2013,D,1,8,,,,,
5123,20/09/2013,D,1,3,,,,,
5126,03/02/2014,D,0,4,,,,,
5127,18/11/2013,A,0,4,,,,,
5130,11/09/2013,D,0,1,,,,,
5131,21/05/2014,D,1,5,,,,,
5132,16/01/2013,D,0,7,,,,,
5133,12/03/2013,D,1,1,,,,,
5134,28/10/2014,A,1,9,,,,,
5137,11/06/2014,D,1,1,,,,,
5138,17/01/2014,A,1,7,,,,,
5140,08/02/2014,D,1,1,,,,,
5141,10/03/2013,D,1,6,,,,,
5142,06/12/2013,D,0,3,,,,,
5143,26/03/2014,A,0,6,,,,,
5145,25/01/2013,D,1,4,,,,,
5148,06/01/2014,A,1,3,,,,,
5149,04/10/2013,D,1,8,,,,,
5150,21/10/2013,D,0,1,,,,,
5151,23/12/2013,A,0,2,,,,,
5152,11/08/2013,D,1,10,,,,,
5153,26/11/2013,D,1,8,,,,,
5154,01/05/2013,D,1,10,,,,,
5155,10/03/2013,D,1,10,,,,,
5158,23/03/2013,D,0,1,,,,,
5160,15/01/2013,D,1,7,,,,,
5161,07/03/2014,D,0,9,,,,,
5162,10/05/2013,A,0,3,,,,,
5166,06/11/2013,A,0,9,,,,,
5167,06/12/2013,A,0,8,,,,,
5168,01/05/2013,D,1,10,,,,,
5171,11/04/2013,A,0,1,,,,,
5172,26/11/2013,D,0,7,,,,,
5173,20/04/2014,D,1,3,,,,,
5174,02/08/2013,D,0,2,,,,,
5176,02/03/2014,D,0,2,,,,,
5178,02/12/2013,D,0,5,,,,,
5179,11/01/2013,D,1,8,,,,,
5181,01/04/2013,A,0,1,,,,,
5182,01/03/2013,A,0,1,,,,,
5183,05/02/2013,D,0,4,,,,,
5184,23/03/2013,D,0,4,,,,,
5186,28/03/2013,D,0,8,,,,,
5187,18/08/2013,A,0,2,,,,,
5188,15/10/2014,D,1,7,,,,,
5189,09/09/2013,A,0,4,,,,,
5192,08/10/2013,D,1,4,,,,,
5193,01/01/2013,D,1,6,,,,,
5194,16/12/2013,D,0,1,,,,,
5197,13/05/2013,D,1,3,,,,,
5198,30/10/2013,A,0,4,,,,,
5201,30/08/2013,D,1,4,,,,,
5203,17/12/2013,D,1,7,,,,,
5204,10/02/2014,D,0,8,,,,,
5205,07/04/2013,A,1,9,,,,,
5207,13/12/2014,A,1,8,,,,,
5208,29/08/2013,D,1,6,,,,,
5209,05/04/2013,A,0,3,,,,,
5215,15/04/2013,A,0,2,,,,,
5216,15/12/2013,D,1,1,,,,,
5217,04/01/2014,D,1,1,,,,,
5218,05/02/2013,A,0,3,,,,,
5219,31/01/2013,A,1,5,,,,,
5222,16/05/2013,D,1,3,,,,,
5223,20/10/2014,D,1,5,,,,,
5224,02/02/2013,D,1,8,,,,,
5225,06/09/2014,D,1,7,,,,,
5226,31/12/2013,D,0,10,,,,,
5227,15/01/2013,D,0,8,,,,,
5232,23/03/2013,A,1,7,,,,,
5236,28/02/2013,D,0,10,,,,,
5243,13/02/2013,D,1,9,,,,,
5244,13/03/2013,A,0,1,,,,,
5246,13/09/2013,A,0,1,,,,,
5247,03/12/2013,D,1,6,,,,,
5248,26/11/2013,D,0,9,,,,,
5249,13/03/2013,D,0,4,,,,,
5251,18/04/2013,A,0,3,,,,,
5253,04/11/2014,A,1,7,,,,,
5255,11/03/2014,D,0,1,,,,,
5258,06/04/2013,A,0,3,,,,,
5260,10/07/2013,D,0,3,,,,,
5261,25/01/2014,A,1,1,,,,,
5262,01/10/2013,A,0,1,,,,,
5263,21/04/2014,D,1,10,,,,,
5265,29/12/2013,D,1,8,,,,,
5266,09/02/2013,A,0,3,,,,,
5270,26/04/2013,D,0,4,,,,,
5271,16/10/2014,A,1,4,,,,,
5272,20/11/2013,A,0,1,,,,,
5274,26/02/2014,D,1,9,,,,,
5275,18/03/2014,D,0,10,,,,,
5276,19/01/2013,A,0,1,,,,,
5278,14/09/2013,A,1,8,,,,,
5280,15/02/2013,A,1,5,,,,,
5282,27/11/2013,A,1,9,,,,,
5288,17/07/2013,A,1,4,,,,,
5289,22/03/2013,D,1,5,,,,,
5290,29/04/2013,A,0,1,,,,,
5293,18/12/2013,D,0,7,,,,,
5294,06/11/2013,D,0,4,,,,,
5295,20/03/2013,D,1,4,,,,,
5297,26/09/2013,D,1,8,,,,,
5298,13/10/2013,A,0,4,,,,,
5301,22/11/2013,D,1,6,,,,,
5307,05/03/2014,D,0,4,,,,,
5309,22/05/2013,A,0,4,,,,,
5312,20/01/2014,A,1,5,,,,,
5313,13/12/2013,A,1,1,,,,,
5314,22/10/2013,D,0,2,,,,,
5316,06/03/2013,D,1,3,,,,,
5321,20/11/2014,A,1,7,,,,,
5322,25/02/2014,A,0,1,,,,,
5323,14/05/2013,D,0,1,,,,,
5324,01/01/2014,A,1,1,,,,,
5326,08/03/2013,A,1,4,,,,,
5327,18/01/2014,A,1,1,,,,,
5330,07/03/2014,D,1,1,,,,,
5331,08/09/2013,D,0,1,,,,,
5332,19/08/2013,A,0,3,,,,,
5333,30/12/2013,D,0,3,,,,,
5334,03/02/2013,D,0,7,,,,,
5335,02/12/2013,A,0,2,,,,,
5337,31/10/2013,D,1,2,,,,,
5339,17/01/2013,A,1,6,,,,,
5341,06/12/2013,A,1,1,,,,,
5342,15/04/2013,A,0,5,,,,,
5344,16/04/2013,A,0,1,,,,,
5346,06/04/2013,D,0,7,,,,,
5347,26/11/2013,D,0,6,,,,,
5348,07/06/2014,D,1,1,,,,,
5349,07/03/2014,A,1,10,,,,,
5350,04/12/2014,A,1,10,,,,,
5351,09/04/2013,A,0,5,,,,,
5352,03/07/2014,D,1,2,,,,,
5354,21/03/2013,D,1,9,,,,,
5358,13/09/2013,D,1,3,,,,,
5360,07/09/2013,A,0,2,,,,,
5363,10/08/2013,D,0,2,,,,,
5364,28/12/2013,A,0,5,,,,,
5365,04/03/2014,A,0,1,,,,,
